Title,Body,Tags,Id,Score,ViewCount,FavoriteCount,AnswerCount
"Vertically align text to top within a UILabel","<p>I have a <code>UILabel</code> with space for two lines of text. Sometimes, when the text is too short, this text is displayed in the vertical center of the label.</p>

<p>How do I vertically align the text to always be at the top of the <code>UILabel</code>?</p>

<p><img src=""https://i.sstatic.net/TxzmG.jpg"" alt=""image representing a UILabel with vertically-centered text""></p>
","<ios><cocoa-touch><uikit><uilabel><text-alignment>","1054558","2351","772941","","51"
"Where can I find documentation on formatting a date in JavaScript?","<p>I noticed that JavaScript's <code>new Date()</code> function is very smart in accepting dates in several formats.</p>

<pre><code>Xmas95 = new Date(""25 Dec, 1995 23:15:00"")
Xmas95 = new Date(""2009 06 12,12:52:39"")
Xmas95 = new Date(""20 09 2006,12:52:39"")
</code></pre>

<p>I could not find documentation anywhere showing all the valid string formats while calling <code>new Date()</code> function.</p>

<p>This is for converting a string to a date. If we look at the opposite side, that is, converting a date object to a string, until now I was under the impression that JavaScript doesn't have a built-in API to format a date object into a string.</p>

<blockquote>
  <p><strong>Editor's note:</strong> The following approach is the asker's attempt that worked on a particular browser but does <em>not</em> work in general; <strong>see the answers on this page</strong> to see some actual solutions.</p>
</blockquote>

<p>Today, I played with the <code>toString()</code> method on the date object and surprisingly it serves the purpose of formatting date to strings.</p>

<pre><code>var d1 = new Date();
d1.toString('yyyy-MM-dd');       //Returns ""2009-06-29"" in Internet Explorer, but not Firefox or Chrome
d1.toString('dddd, MMMM ,yyyy')  //Returns ""Monday, June 29,2009"" in Internet Explorer, but not Firefox or Chrome
</code></pre>

<p>Also here I couldn't find any documentation on all the ways we can format the date object into a string.</p>

<p>Where is the documentation which lists the format specifiers supported by the <code>Date()</code> object?</p>
","<javascript><date><datetime-format><date-format><time-format>","1056728","1518","1564497","","40"
"JPA EntityManager: Why use persist() over merge()?","<p><code>EntityManager.merge()</code> can insert new objects and update existing ones.</p>

<p>Why would one want to use <code>persist()</code> (which can only create new objects)?</p>
","<jpa><merge><entitymanager><persist><java-persistence-api>","1069992","1073","793588","","16"
"How can I check for an active Internet connection on iOS or macOS?","<p>I would like to check to see if I have an Internet connection on iOS using the <a href=""https://en.wikipedia.org/wiki/Cocoa_Touch"" rel=""noreferrer"">Cocoa Touch</a> libraries or on macOS using the <a href=""https://en.wikipedia.org/wiki/Cocoa_(API)"" rel=""noreferrer"">Cocoa</a> libraries.</p>
<p>I came up with a way to do this using an <code>NSURL</code>. The way I did it seems a bit unreliable (because even Google could one day be down and relying on a third party seems bad), and while I could check to see for a response from some other websites if Google didn't respond, it does seem wasteful and an unnecessary overhead on my application.</p>
<pre><code>- (BOOL)connectedToInternet {
    NSString *URLString = [NSString stringWithContentsOfURL:[NSURL URLWithString:@&quot;http://www.google.com&quot;]];
    return ( URLString != NULL ) ? YES : NO;
}
</code></pre>
<p>Is what I have done bad, (not to mention <code>stringWithContentsOfURL</code> is deprecated in iOS 3.0 and macOS 10.4) and if so, what is a better way to accomplish this?</p>
","<ios><macos><cocoa><cocoa-touch><reachability>","1083701","1415","519024","","39"
"How can I select an element by name with jQuery?","<p>I have a table column I’m trying to expand and hide. jQuery seems to hide the <code>&lt;td&gt;</code> elements when I select it by <code>class</code> but not by the element’s <code>name</code>.</p>
<p>For example:</p>
<pre class=""lang-js prettyprint-override""><code>$(&quot;.bold&quot;).hide(); // Selecting by class works.
$(&quot;tcol1&quot;).hide(); // Selecting by name does not work. [Edit: this is NOT selecting by name! This is selecting by element type.]
</code></pre>
<p>Note the HTML below. The second column has the same <code>name</code> for all rows.  How could I create this collection using the <code>name</code> attribute?</p>
<pre class=""lang-html prettyprint-override""><code>&lt;tr&gt;
  &lt;td&gt;data1&lt;/td&gt;
  &lt;td name=&quot;tcol1&quot; class=&quot;bold&quot;&gt; data2&lt;/td&gt;
&lt;/tr&gt;
&lt;tr&gt;
  &lt;td&gt;data1&lt;/td&gt;
  &lt;td name=&quot;tcol1&quot; class=&quot;bold&quot;&gt; data2&lt;/td&gt;
&lt;/tr&gt;
&lt;tr&gt;
  &lt;td&gt;data1&lt;/td&gt;
  &lt;td name=&quot;tcol1&quot; class=&quot;bold&quot;&gt; data2&lt;/td&gt;
&lt;/tr&gt;
</code></pre>
","<javascript><jquery><html><dom><jquery-selectors>","1107220","1559","2378583","","15"
"How can I close/hide the Android soft keyboard programmatically?","<p>I have an <code>EditText</code> and a <code>Button</code> in my layout.</p>
<p>After writing in the edit field and clicking on the <code>Button</code>, I want to hide the virtual keyboard when touching outside the keyboard. Can someone provide a simple example of how to achieve this?</p>
","<android><android-edittext><android-softkeyboard><android-input-method><soft-keyboard>","1109022","4374","1872747","","132"
"How do I force ""git pull"" to overwrite local files?","<p>How do I force an overwrite of local files on a <code>git pull</code>? My local repository contains a file of the same filename as on the server.</p>
<blockquote>
<p>error: Untracked working tree file 'example.txt' would be overwritten by merge</p>
</blockquote>
","<git><version-control><overwrite><git-pull><git-fetch>","1125968","9893","9267819","","55"
"How can I make a UITextField move up when the keyboard is present - on starting to edit?","<p>With the iOS SDK:</p>
<p>I have a <code>UIView</code> with <code>UITextField</code>s that bring up a keyboard. I need it to be able to:</p>
<ol>
<li><p>Allow scrolling of the contents of the <code>UIScrollView</code> to see the other text fields once the keyboard is brought up</p>
</li>
<li><p>Automatically &quot;jump&quot; (by scrolling up) or shortening</p>
</li>
</ol>
<p>I know that I need a <code>UIScrollView</code>.  I've tried changing the class of my <code>UIView</code> to a <code>UIScrollView</code>, but I'm still unable to scroll the textboxes up or down.</p>
<p>Do I need both a <code>UIView</code> and a <code>UIScrollView</code>? Does one go inside the other?</p>
<p>What needs to be implemented in order to automatically scroll to the active text field?</p>
<p>Ideally as much of the setup of the components as possible will be done in Interface Builder. I'd like to only write code for what needs it.</p>
<p>Note: the <code>UIView</code> (or <code>UIScrollView</code>) that I'm working with is brought up by a tabbar (<code>UITabBar</code>), which needs to function as normal.</p>
<hr />
<p>I am adding the scroll bar just for when the keyboard comes up.  Even though it's not needed, I feel like it provides a better interface because then the user can scroll and change textboxes, for example.</p>
<p>I've got it working where I change the frame size of the <code>UIScrollView</code> when the keyboard goes up and down. I'm simply using:</p>
<pre><code>-(void)textFieldDidBeginEditing:(UITextField *)textField {
    //Keyboard becomes visible
    scrollView.frame = CGRectMake(scrollView.frame.origin.x,
                                  scrollView.frame.origin.y,
    scrollView.frame.size.width,
    scrollView.frame.size.height - 215 + 50);   // Resize
}

-(void)textFieldDidEndEditing:(UITextField *)textField {
    // Keyboard will hide
    scrollView.frame = CGRectMake(scrollView.frame.origin.x,
                                  scrollView.frame.origin.y,
                                  scrollView.frame.size.width,
                                  scrollView.frame.size.height + 215 - 50); // Resize
}
</code></pre>
<p>However, this doesn't automatically &quot;move up&quot; or center the lower text fields in the visible area, which is what I would really like.</p>
","<ios><objective-c><uiscrollview><uitextfield><uikeyboard>","1126726","1799","658216","","99"
"Sort array of objects by string property value","<p>I have an array of JavaScript objects:</p>
<pre><code>var objs = [ 
    { first_nom: 'Laszlo', last_nom: 'Jamf'     },
    { first_nom: 'Pig',    last_nom: 'Bodine'   },
    { first_nom: 'Pirate', last_nom: 'Prentice' }
];
</code></pre>
<p>How can I sort them by the value of <code>last_nom</code> in JavaScript?</p>
<p>I know about <code>sort(a,b)</code>, but that only seems to work on strings and numbers. Do I need to add a <code>toString()</code> method to my objects?</p>
","<javascript><arrays><sorting><comparison><array-of-dict>","1129216","4222","3472849","","61"
"When should I use CROSS APPLY over INNER JOIN?","<p>What is the main purpose of using <a href=""http://technet.microsoft.com/en-us/library/ms175156.aspx"" rel=""noreferrer"">CROSS APPLY</a>?</p>

<p>I have read (vaguely, through posts on the Internet) that <code>cross apply</code> can be more efficient when selecting over large data sets if you are partitioning. (Paging comes to mind)</p>

<p>I also know that <code>CROSS APPLY</code> doesn't require a UDF as the right-table.</p>

<p>In most <code>INNER JOIN</code> queries (one-to-many relationships), I could rewrite them to use <code>CROSS APPLY</code>, but they always give me equivalent execution plans. </p>

<p>Can anyone give me a good example of when <code>CROSS APPLY</code> makes a difference in those cases where <code>INNER JOIN</code> will work as well?</p>

<hr>

<p><strong>Edit:</strong></p>

<p>Here's a trivial example, where the execution plans are exactly the same.  (Show me one where they differ and where <code>cross apply</code> is faster/more efficient)</p>

<pre><code>create table Company (
    companyId int identity(1,1)
,   companyName varchar(100)
,   zipcode varchar(10) 
,   constraint PK_Company primary key (companyId)
)
GO

create table Person (
    personId int identity(1,1)
,   personName varchar(100)
,   companyId int
,   constraint FK_Person_CompanyId foreign key (companyId) references dbo.Company(companyId)
,   constraint PK_Person primary key (personId)
)
GO

insert Company
select 'ABC Company', '19808' union
select 'XYZ Company', '08534' union
select '123 Company', '10016'


insert Person
select 'Alan', 1 union
select 'Bobby', 1 union
select 'Chris', 1 union
select 'Xavier', 2 union
select 'Yoshi', 2 union
select 'Zambrano', 2 union
select 'Player 1', 3 union
select 'Player 2', 3 union
select 'Player 3', 3 


/* using CROSS APPLY */
select *
from Person p
cross apply (
    select *
    from Company c
    where p.companyid = c.companyId
) Czip

/* the equivalent query using INNER JOIN */
select *
from Person p
inner join Company c on p.companyid = c.companyId
</code></pre>
","<sql><sql-server><performance><t-sql><cross-apply>","1139160","1156","1077590","","15"
"Ignore files that have already been committed to a Git repository","<p>I have an already initialized Git repository that I added a <code>.gitignore</code> file to. How can I refresh the file index so the files I want ignored get ignored?</p>
","<git><caching><version-control><gitignore><git-rm>","1139762","2877","980307","","21"
"What is the difference between const int*, const int * const, and int * const?","<p>I always mess up how to use <code>const int *</code>, <code>const int * const</code>, and <code>int * const</code> correctly. Is there a set of rules defining what you can and cannot do?</p>
<p>I want to know all the do's and all don'ts in terms of assignments, passing to the functions, etc.</p>
","<c++><c><pointers><constants><c++-faq>","1143262","1862","776888","","23"
"Remove a file from a Git repository without deleting it from the local filesystem","<p>I want to remove a file from my repository.</p>
<pre><code>git rm file_to_remove.txt
</code></pre>
<p>will remove the file from the repository, but it will also remove the file from the local file system. How do I remove this file from the repo <strong>without</strong> deleting my local copy of the file?</p>
","<git><repository><remote-server><delete-file><git-rm>","1143796","4017","1309420","","15"
"Function vs. Stored Procedure in SQL Server","<p>When should I use a function rather than a stored procedure in SQL, and vice versa? What is the purpose of each?</p>
","<sql><sql-server><t-sql><stored-procedures><sql-function>","1179758","1019","820847","","19"
"How do I trim whitespace?","<p>Is there a Python function that will trim whitespace (spaces and tabs) from a string?</p>
<p>So that given input <code>&quot;  \t example string\t  &quot;</code> becomes <code>&quot;example string&quot;</code>.</p>
","<python><string><whitespace><trim><strip>","1185524","1253","1339419","","15"
"How to get a JavaScript object's class?","<p>I created a JavaScript object, but how I can determine the class of that object?</p>

<p>I want something similar to Java's <code>.getClass()</code> method. </p>
","<javascript><class><oop><types><constructor>","1249531","1116","1139496","","24"
"What do Clustered and Non-Clustered index actually mean?","<p>I have a limited exposure to DB and have only used DB as an application programmer. I want to know about <code>Clustered</code> and <code>Non clustered indexes</code>.
I googled and what I found was :</p>

<blockquote>
  <p><em>A clustered index is a special type of index that reorders  the way
  records in the table are physically
  stored.  Therefore table can have only
  one clustered index. The leaf  nodes
  of a clustered index contain the data
  pages. A nonclustered index is a
  special type of index in which  the
  logical order of the index does not
  match the physical  stored order of
  the rows on disk. The leaf node of a 
  nonclustered index does not consist of
  the data pages.  Instead, the leaf
  nodes contain index rows.</em></p>
</blockquote>

<p>What I found in SO was <a href=""https://stackoverflow.com/questions/91688/what-are-the-differencespros-cons-between-clustered-and-non-clustered-indexes"">What are the differences between a clustered and a non-clustered index?</a>.</p>

<p>Can someone explain this in plain English?</p>
","<sql-server><performance><indexing><clustered-index><non-clustered-index>","1251636","1326","948636","","12"
"How can I do an UPDATE statement with JOIN in SQL Server?","<p>I need to update this table in <strong>SQL Server</strong> with data from its 'parent' table, see below:</p>

<p><strong>Table: sale</strong></p>

<pre><code>id (int)
udid (int)
assid (int)
</code></pre>

<p><strong>Table: ud</strong></p>

<pre><code>id  (int)
assid  (int)
</code></pre>

<p><code>sale.assid</code> contains the correct value to update <code>ud.assid</code>. </p>

<p>What query will do this? I'm thinking of a <code>join</code> but I'm not sure if it's possible.</p>
","<sql><sql-server><t-sql><sql-server-2005><sql-update>","1293330","1683","2363080","","18"
"How to join (merge) data frames (inner, outer, left, right)","<p>Given two data frames:</p>
<pre><code>df1 = data.frame(CustomerId = c(1:6), Product = c(rep(&quot;Toaster&quot;, 3), rep(&quot;Radio&quot;, 3)))
df2 = data.frame(CustomerId = c(2, 4, 6), State = c(rep(&quot;Alabama&quot;, 2), rep(&quot;Ohio&quot;, 1)))

df1
#  CustomerId Product
#           1 Toaster
#           2 Toaster
#           3 Toaster
#           4   Radio
#           5   Radio
#           6   Radio

df2
#  CustomerId   State
#           2 Alabama
#           4 Alabama
#           6    Ohio
</code></pre>
<p>How can I do database style, i.e., <a href=""http://en.wikipedia.org/wiki/Join_%28SQL%29"" rel=""noreferrer"">sql style, joins</a>? That is, how do I get:</p>
<ul>
<li>An <a href=""http://en.wikipedia.org/wiki/Join_%28SQL%29#Inner_join"" rel=""noreferrer"">inner join</a> of <code>df1</code> and <code>df2</code>:<br />
Return only the rows in which the left table has matching keys in the right table.</li>
<li>An <a href=""http://en.wikipedia.org/wiki/Join_%28SQL%29#Outer_join"" rel=""noreferrer"">outer join</a> of <code>df1</code> and <code>df2</code>:<br />
Returns all rows from both tables, and joins records from the left which have matching keys in the right table.</li>
<li>A <a href=""http://en.wikipedia.org/wiki/Join_%28SQL%29#Left_outer_join"" rel=""noreferrer"">left outer join (or simply left join)</a> of <code>df1</code> and <code>df2</code><br />
Return all rows from the left table, and any rows with matching keys from the right table.</li>
<li>A <a href=""http://en.wikipedia.org/wiki/Join_%28SQL%29#Right_outer_join"" rel=""noreferrer"">right outer join</a> of <code>df1</code> and <code>df2</code><br />
Return all rows from the right table, and any rows with matching keys from the left table.</li>
</ul>
<hr />
<p><strong>Extra credit:</strong></p>
<p>How can I do a SQL style select statement?</p>
","<r><join><merge><dataframe><r-faq>","1299871","1570","1895122","","14"
"Retrieving the last record in each group - MySQL","<p>There is a table <code>messages</code> that contains data as shown below:</p>

<pre><code>Id   Name   Other_Columns
-------------------------
1    A       A_data_1
2    A       A_data_2
3    A       A_data_3
4    B       B_data_1
5    B       B_data_2
6    C       C_data_1
</code></pre>

<p>If I run a query <code>select * from messages group by name</code>, I will get the result as:</p>

<pre><code>1    A       A_data_1
4    B       B_data_1
6    C       C_data_1
</code></pre>

<p>What query will return the following result?</p>

<pre><code>3    A       A_data_3
5    B       B_data_2
6    C       C_data_1
</code></pre>

<p>That is, the last record in each group should be returned.</p>

<p>At present, this is the query that I use:</p>

<pre><code>SELECT
  *
FROM (SELECT
  *
FROM messages
ORDER BY id DESC) AS x
GROUP BY name
</code></pre>

<p>But this looks highly inefficient. Any other ways to achieve the same result?</p>
","<mysql><sql><group-by><greatest-n-per-group><groupwise-maximum>","1313120","1357","1245045","","34"
"event.preventDefault() vs. return false","<p>When I want to prevent other event handlers from executing after a certain event is fired, I can use one of two techniques. I'll use jQuery in the examples, but this applies to plain-JS as well:</p>

<h3>1. <code>event.preventDefault()</code></h3>

<pre><code>$('a').click(function (e) {
    // custom handling here
    e.preventDefault();
});
</code></pre>

<h3>2. <code>return false</code></h3>

<pre><code>$('a').click(function () {
    // custom handling here
    return false;
});
</code></pre>

<p>Is there any significant difference between those two methods of stopping event propagation?</p>

<p>For me, <code>return false;</code> is simpler, shorter and probably less error prone than executing a method. With the method, you have to remember about correct casing, parenthesis, etc. </p>

<p>Also, I have to define the first parameter in callback to be able to call the method. Perhaps, there are some reasons why I should avoid doing it like this and use <code>preventDefault</code> instead? What's the better way?</p>
","<javascript><jquery><event-handling><dom-events><event-propagation>","1357118","3268","943267","","14"
"How can I do 'insert if not exists' in MySQL?","<p>I started by googling and found the article <em><a href=""http://www.xaprb.com/blog/2005/09/25/insert-if-not-exists-queries-in-mysql/"" rel=""noreferrer"">How to write INSERT if NOT EXISTS queries in standard SQL</a></em> which talks about mutex tables.</p>
<p>I have a table with ~14 million records. If I want to add more data in the same format, is there a way to ensure the record I want to insert does not already exist <strong>without using a pair of queries</strong> (i.e., one query to check and one to insert is the result set is empty)?</p>
<p>Does a <code>unique</code> constraint on a field guarantee the <code>insert</code> will fail if it's already there?</p>
<p>It seems that with <em>merely</em> a constraint, when I issue the insert via PHP, the script croaks.</p>
","<sql><mysql><sql-insert><primary-key><unique-constraint>","1361340","1103","1171018","","12"
"YYYY-MM-DD format date in shell script","<p>I tried using <code>$(date)</code> in my bash shell script, however, I want the date in <code>YYYY-MM-DD</code> format.<br>
How do I get this?</p>
","<bash><shell><date><date-formatting><strftime>","1401482","1604","2258035","","18"
"What is the difference between a definition and a declaration?","<p>The meaning of both eludes me.</p>
","<c++><c><declaration><terminology><c++-faq>","1410563","1067","503017","","27"
"Metadata file '.dll' could not be found","<p>I am working on a WPF, C# 3.0 project, and I get this error:</p>
<pre><code>Error 1 Metadata file
'WORK=- \Tools\VersionManagementSystem\BusinessLogicLayer\bin\Debug
\BusinessLogicLayer.dll' could not be found C:\-=WORK=- \Tools
\VersionManagementSystem\VersionManagementSystem\CSC VersionManagementSystem
</code></pre>
<p>This is how I reference my usercontrols:</p>
<pre><code>xmlns:vms=&quot;clr-namespace:VersionManagementSystem&quot;
&lt;vms:SignOffProjectListing Margin=&quot;5&quot;/&gt;
</code></pre>
<p>It happens after every failed build. The only way I can get the solution to compile is to comment-out all my user controls and re-build the project. Then I uncomment the usercontrols and everything is fine.</p>
<p>I have checked build orders and dependency configurations.</p>
<p>As you can see, it seems to have truncated the DLL file's absolute path... I have read that there is a bug with the length. Is this a possible problem?</p>
<p>It's very annoying and having to comment, build, and uncomment, the build is becoming extremely tiresome.</p>
","<c#><.net><wpf><visual-studio-2008><c#-3.0>","1421862","1006","1289231","","114"
"What's the problem with ""using namespace std;""?","<p>I have heard <code>using namespace std;</code> is wrong, and that I should use <code>std::cout</code> and <code>std::cin</code> directly instead.</p>
<p>Why is this? Does it risk declaring variables that share the same name as something in the <code>std</code> namespace? Are there performance implications?</p>
","<c++><namespaces><std><using-directives><c++-faq>","1452721","3448","1297101","","40"
"Why does comparing strings using either '==' or 'is' sometimes produce a different result?","<p>Two string variables are set to the same value. <code>s1 == s2</code> always returns <code>True</code>, but <code>s1 is s2</code> sometimes returns <code>False</code>.</p>
<p>If I open my Python interpreter and do the same <code>is</code> comparison, it succeeds:</p>
<pre><code>&gt;&gt;&gt; s1 = 'text'
&gt;&gt;&gt; s2 = 'text'
&gt;&gt;&gt; s1 is s2
True
</code></pre>
<p>Why is this?</p>
","<python><string><comparison><identity><equality>","1504717","1332","1691947","","15"
"Looping through the content of a file in Bash","<p>How do I iterate through each line of a text file with <a href=""https://en.wikipedia.org/wiki/Bash_(Unix_shell)"" rel=""noreferrer"">Bash</a>?</p>

<p>With this script:</p>

<pre><code>echo ""Start!""
for p in (peptides.txt)
do
    echo ""${p}""
done
</code></pre>

<p>I get this output on the screen:</p>

<pre><code>Start!
./runPep.sh: line 3: syntax error near unexpected token `('
./runPep.sh: line 3: `for p in (peptides.txt)'
</code></pre>

<p>(Later I want to do something more complicated with <code>$p</code> than just output to the screen.)</p>

<hr>

<p>The environment variable <strong>SHELL</strong> is (from env):</p>

<pre><code>SHELL=/bin/bash
</code></pre>

<p><code>/bin/bash --version</code> output:</p>

<pre><code>GNU bash, version 3.1.17(1)-release (x86_64-suse-linux-gnu)
Copyright (C) 2005 Free Software Foundation, Inc.
</code></pre>

<p><code>cat /proc/version</code> output:</p>

<pre><code>Linux version 2.6.18.2-34-default (geeko@buildhost) (gcc version 4.1.2 20061115 (prerelease) (SUSE Linux)) #1 SMP Mon Nov 27 11:46:27 UTC 2006
</code></pre>

<p>The file peptides.txt contains:</p>

<pre><code>RKEKNVQ
IPKKLLQK
QYFHQLEKMNVK
IPKKLLQK
GDLSTALEVAIDCYEK
QYFHQLEKMNVKIPENIYR
RKEKNVQ
VLAKHGKLQDAIN
ILGFMK
LEDVALQILL
</code></pre>
","<linux><bash><unix><io><sh>","1521462","2184","2986889","","19"
"StringBuilder vs String concatenation in toString() in Java","<p>Given the 2 <code>toString()</code> implementations below, which one is preferred:</p>

<pre><code>public String toString(){
    return ""{a:""+ a + "", b:"" + b + "", c: "" + c +""}"";
}
</code></pre>

<p>or</p>

<pre><code>public String toString(){
    StringBuilder sb = new StringBuilder(100);
    return sb.append(""{a:"").append(a)
          .append("", b:"").append(b)
          .append("", c:"").append(c)
          .append(""}"")
          .toString();
}
</code></pre>

<p>?</p>

<p>More importantly, given we have only 3 properties it might not make a difference, but at what point would you switch from <code>+</code> concat to  <code>StringBuilder</code>?</p>
","<java><performance><string><concatenation><stringbuilder>","1532461","1126","517361","","20"
"Why is the Android emulator so slow? How can we speed up the Android emulator?","<p>I have got a <strong>2.67</strong>  GHz Celeron processor, and <strong>1.21</strong>  GB of RAM on a <strong>x86</strong> Windows <strong>XP</strong> Professional machine.</p>
<p>My understanding is that the <strong>Android Emulator</strong> should start fairly quickly on such a machine, but for me, it doesn't. I have followed all the instructions in setting up the IDE, SDKs, JDKs and such and have had some success in starting the emulator quickly, but that is very rare. How can I, if possible, fix this problem?</p>
<p>Even if it starts and loads the home screen, it is very sluggish. I have tried the <a href=""https://en.wikipedia.org/wiki/Eclipse_%28software%29"" rel=""noreferrer"">Eclipse IDE</a> in <a href=""https://en.wikipedia.org/wiki/Eclipse_%28software%29#Releases"" rel=""noreferrer"">version 3.5</a> (Galileo) and <a href=""https://en.wikipedia.org/wiki/Eclipse_%28software%29#Releases"" rel=""noreferrer"">3.4</a> (Ganymede).</p>
","<android><performance><android-emulator><genymotion><qemu>","1554099","3566","1151533","","78"
"How to stop EditText from gaining focus when an activity starts in Android?","<p>I have an <code>Activity</code> in Android, with two elements:</p>
<ol>
<li><code>EditText</code></li>
<li><code>ListView</code></li>
</ol>
<p>When my <code>Activity</code> starts, the <code>EditText</code> immediately has the input focus (flashing cursor). I don't want any control to have input focus at startup. I tried:</p>
<pre><code>EditText.setSelected(false);
EditText.setFocusable(false);
</code></pre>
<p>No luck. How can I convince the <code>EditText</code> to not select itself when the <code>Activity</code> starts?</p>
","<android><listview><android-activity><android-edittext><focus>","1555109","3181","835806","","54"
"Why use getters and setters/accessors?","<p>What's the advantage of using getters and setters - that only get and set - instead of simply using public fields for those variables?</p>
<p>If getters and setters are ever doing more than just the simple get/set, I can figure this one out very quickly, but I'm not 100% clear on how:</p>
<pre class=""lang-java prettyprint-override""><code>public String foo;
</code></pre>
<p>is any worse than:</p>
<pre class=""lang-java prettyprint-override""><code>private String foo;
public void setFoo(String foo) { this.foo = foo; }
public String getFoo() { return foo; }
</code></pre>
<p>Whereas the former takes a lot less boilerplate code.</p>
","<java><oop><setter><getter><abstraction>","1568091","1889","573576","","37"
"How do I escape a single quote in SQL Server?","<p>I am trying to <code>insert</code> some text data into a table in SQL Server 9.</p>
<p>The text includes a single quote <code>'</code>.</p>
<p>How do I escape that?</p>
<p>I tried using two single quotes, but it threw me some errors.</p>
<p>eg. <code>insert into my_table values('hi, my name''s tim.');</code></p>
","<sql><sql-server><t-sql><delimiter><single-quotes>","1586560","1429","1904554","","15"
"How do I show the changes which have been staged?","<p>I staged a few changes to be committed. How do I see the diffs of all files which are staged for the next commit? Is there a handy one-liner for this?</p>
<p><a href=""http://git-scm.com/docs/git-status"" rel=""noreferrer""><code>git status</code></a> only shows names of files which are staged, but I want to see the actual diffs.</p>
<p>The <a href=""http://git-scm.com/docs/git-diff"" rel=""noreferrer""><code>git-diff(1)</code></a> man page says:</p>
<blockquote>
<p>git diff [--options] [--] […]</p>
<p>This form is to view the changes you made relative to the index (staging area for the next commit). In other words, the differences are what you <em>could</em> tell git to further add to the index but you still haven't. You can stage these changes by using git-add(1).</p>
</blockquote>
","<git><diff><dvcs><git-diff><git-stage>","1587846","2669","1218209","","16"
"What is the '-->' operator in C/C++?","<p>After reading <a href=""http://groups.google.com/group/comp.lang.c++.moderated/msg/33f173780d58dd20"" rel=""noreferrer"">Hidden Features and Dark Corners of C++/STL</a> on <code>comp.lang.c++.moderated</code>, I was completely surprised that the following snippet compiled and worked in both Visual Studio 2008 and G++ 4.4. I would assume this is also valid C since it works in GCC as well.</p>
<p>Here's the code:</p>
<pre><code>#include &lt;stdio.h&gt;
int main()
{
    int x = 10;
    while (x --&gt; 0) // x goes to 0
    {
        printf(&quot;%d &quot;, x);
    }
}
</code></pre>
<p>Output:</p>
<pre><code>9 8 7 6 5 4 3 2 1 0
</code></pre>
<p>Where is this defined in the standard, and where has it come from?</p>
","<c++><c><operators><code-formatting><standards-compliance>","1642028","10232","1034936","","26"
"Get selected text from a drop-down list (select box) using jQuery","<p>How can I get the selected text (not the selected value) from a <strong>drop-down list</strong> in jQuery?</p>
","<javascript><jquery><dom><drop-down-menu><jquery-selectors>","1643227","2548","2407265","","35"
"Access-Control-Allow-Origin Multiple Origin Domains?","<p>Is there a way to allow multiple cross-domains using the <code>Access-Control-Allow-Origin</code> header?</p>

<p>I'm aware of the <code>*</code>, but it is too open. I really want to allow just a couple domains.</p>

<p>As an example, something like this:</p>

<pre><code>Access-Control-Allow-Origin: http://domain1.example, http://domain2.example
</code></pre>

<p>I have tried the above code but it does not seem to work in Firefox.</p>

<p>Is it possible to specify multiple domains or am I stuck with just one?</p>
","<.htaccess><http><cors><xmlhttprequest><cross-domain>","1653308","1423","1270165","","35"
"'Must Override a Superclass Method' Errors after importing a project into Eclipse","<p>Anytime I have to re-import my projects into Eclipse (if I reinstalled Eclipse, or changed the location of the projects), <strong>almost all</strong> of my overridden methods are not formatted correctly, causing the error:</p>

<blockquote>
  <p>The method must override a superclass method</p>
</blockquote>

<p>It may be noteworthy to mention this is with Android projects for whatever reason, the method argument values are not always populated, so I have to manually populate them myself. For instance:</p>

<pre><code>list.setOnCreateContextMenuListener(new OnCreateContextMenuListener() {

    //These arguments have their correct names
    public void onCreateContextMenu(ContextMenu menu, View v, 
                                    ContextMenuInfo menuInfo) {                 
    }

});
</code></pre>

<p>will be initially populated like this:</p>

<pre><code>list.setOnCreateContextMenuListener(new OnCreateContextMenuListener() {

    //This methods arguments were not automatically provided    
    public void onCreateContextMenu(ContextMenu arg1, View arg2,
                                    ContextMenuInfo arg3) {
    }

});
</code></pre>

<p>The odd thing is, if I remove my code, and have Eclipse automatically recreate the method, it uses the same argument names I already had, so I don't really know where the problem is, other then it auto-formatting the method for me.</p>

<p>This becomes quite a pain having to manually recreate ALL my overridden methods by hand. If anyone can explain why this happens or how to fix it. I would be very happy.</p>

<p>Maybe it is due to the way I am formatting the methods, which are inside an argument of another method?</p>
","<java><android><eclipse><overriding><superclass>","1678122","1306","270335","","13"
"What is the meaning of ""POSIX""?","<p>What exactly is POSIX? I have read the <a href=""http://en.wikipedia.org/wiki/POSIX"" rel=""noreferrer"">Wikipedia article</a> but I still don't understand.</p>
","<unix><posix><standards><terminology><portability>","1780599","1127","439561","","17"
"What are the differences between NP, NP-Complete and NP-Hard?","<p>What are the differences between <strong>NP</strong>, <strong>NP-Complete</strong> and <strong>NP-Hard</strong>?</p>

<p>I am aware of many resources all over the web. I'd like to read your explanations, and the reason is they might be different from what's out there, or there is something that I'm not aware of.</p>
","<computer-science><complexity-theory><np><np-complete><np-hard>","1857244","1474","774579","","13"
