question_id,title,body,tags,creation_date,score,view_count,answer_count,is_answered
114543,How can I horizontally center an element?,"<p>How can I horizontally center a <code>&lt;div&gt;</code> within another <code>&lt;div&gt;</code> using CSS?</p>
<pre class=""lang-html prettyprint-override""><code>&lt;div id=&quot;outer&quot;&gt;
  &lt;div id=&quot;inner&quot;&gt;Foo foo&lt;/div&gt;
&lt;/div&gt;
</code></pre>

","['html', 'css', 'alignment', 'centering']",1222086477,5100,4990379,128,True
5480258,How can I delete a remote tag?,"<p>How can I delete a Git tag that has already been pushed?</p>
","['git', 'git-tag']",1301442116,5055,2486832,28,True
176264,"What is the difference between a URI, a URL, and a URN?","<p>What is the difference between a <a href=""http://en.wikipedia.org/wiki/Uniform_Resource_Locator"" rel=""noreferrer""><strong>URL</strong></a>, a <a href=""http://en.wikipedia.org/wiki/Uniform_Resource_Identifier"" rel=""noreferrer""><strong>URI</strong></a>, and a <a href=""http://en.wikipedia.org/wiki/Uniform_Resource_Name"" rel=""noreferrer""><strong>URN</strong></a>?</p>
","['http', 'url', 'uri', 'urn', 'rfc3986']",1223328418,5022,1369849,31,True
237104,How do I check if an array includes a value in JavaScript?,"<p>What is the most concise and efficient way to find out if a JavaScript array contains a value?</p>
<p>This is the only way I know to do it:</p>
<pre><code>function contains(a, obj) {
    for (var i = 0; i &lt; a.length; i++) {
        if (a[i] === obj) {
            return true;
        }
    }
    return false;
}
</code></pre>
<p>Is there a better and more concise way to accomplish this?</p>
<p>This is very closely related to Stack Overflow question <em><a href=""https://stackoverflow.com/questions/143847/best-way-to-find-an-item-in-a-javascript-array"">Best way to find an item in a JavaScript Array?</a></em> which addresses finding objects in an array using <code>indexOf</code>.</p>
","['javascript', 'arrays', 'algorithm', 'time-complexity', 'javascript-objects']",1224972880,4993,3700776,63,True
2389361,Undo a Git merge that hasn&#39;t been pushed yet,"<p>I accidentally ran <code>git merge some_other_branch</code> on my local master branch. I haven't pushed the changes to origin master. How do I undo the merge?</p>
<hr />
<p>After merging, <code>git status</code> says:</p>
<pre><code># On branch master
# Your branch is ahead of 'origin/master' by 5 commits.
</code></pre>
<p>How do I undo all these commits?</p>
","['git', 'undo', 'git-merge']",1267817084,4966,3434666,35,True
221294,How do I get a timestamp in JavaScript?,"<p>I want a single number that represents the current date and time, like a <a href=""https://en.wikipedia.org/wiki/Unix_time"" rel=""noreferrer"">Unix timestamp</a>.</p>
","['javascript', 'datetime', 'timestamp', 'date-arithmetic']",1224581373,4921,4601181,39,True
67699,How do I clone all remote branches?,"<p>My <code>master</code> and <code>development</code> branches are tracked remotely on <a href=""http://en.wikipedia.org/wiki/GitHub"" rel=""noreferrer"">GitHub</a>. How do I clone both these branches?</p>
","['git', 'git-branch', 'git-clone', 'remote-branch']",1221518527,4829,1875945,50,True
4456438,How to pass &quot;Null&quot; (a real surname!) to a SOAP web service in ActionScript 3,"<p>We have an employee whose surname is Null. Our employee lookup application is killed when that last name is used as the search term (which happens to be quite often now). The error received is:</p>
<pre class=""lang-none prettyprint-override""><code>&lt;soapenv:Fault&gt;
   &lt;faultcode&gt;soapenv:Server.userException&lt;/faultcode&gt;
   &lt;faultstring&gt;coldfusion.xml.rpc.CFCInvocationException: [coldfusion.runtime.MissingArgumentException : The SEARCHSTRING parameter to the getFacultyNames function is required but was not passed in.]&lt;/faultstring&gt;
</code></pre>
<p>The parameter type is <code>string</code>.</p>
<p>I am using:</p>
<ul>
<li><a href=""http://en.wikipedia.org/wiki/Web_Services_Description_Language"" rel=""noreferrer"">WSDL</a> (<a href=""http://en.wikipedia.org/wiki/SOAP"" rel=""noreferrer"">SOAP</a>)</li>
<li>Flex 3.5</li>
<li>ActionScript 3</li>
<li>ColdFusion 8</li>
</ul>
<p>Note that the error <strong>does not</strong> occur when calling the webservice as an object from a ColdFusion page.</p>
","['apache-flex', 'actionscript', 'soap', 'coldfusion', 'wsdl']",1292460134,4794,955747,9,True
7244321,How do I update or sync a forked repository on GitHub?,"<p>I forked a project, made changes, and created a pull request which was accepted. New commits were later added to the repository. How do I get those commits into my fork?</p>
","['git', 'github', 'synchronization', 'repository', 'git-fork']",1314712380,4792,1384627,33,True
309424,How do I read / convert an InputStream into a String in Java?,"<p>If you have a <code>java.io.InputStream</code> object, how should you process that object and produce a <code>String</code>?</p>
<hr />
<p>Suppose I have an <code>InputStream</code> that contains text data, and I want to convert it to a <code>String</code>, so for example I can write that to a log file.</p>
<p>What is the easiest way to take the <code>InputStream</code> and convert it to a <code>String</code>?</p>
<pre><code>public String convertStreamToString(InputStream is) {
// ???
}
</code></pre>
","['java', 'string', 'io', 'stream', 'inputstream']",1227286060,4767,2760376,67,True
136097,What is the difference between @staticmethod and @classmethod in Python?,"<p>What is the difference between a method <a href=""https://peps.python.org/pep-0318/"" rel=""noreferrer"">decorated</a> with <a href=""http://docs.python.org/library/functions.html#staticmethod"" rel=""noreferrer""><code>@staticmethod</code></a> and one decorated with <a href=""http://docs.python.org/library/functions.html#classmethod"" rel=""noreferrer""><code>@classmethod</code></a>?</p>
","['python', 'oop', 'static-methods', 'python-decorators', 'class-method']",1222376517,4762,1142167,36,True
1260748,How do I remove a submodule?,"<p>How do I remove a Git submodule?
Why can't I do
<code>git submodule rm module_name</code>?</p>
","['git', 'git-submodules']",1250001084,4719,1898418,43,True
509211,How slicing in Python works,"<p>How does Python's <em>slice notation</em> work? That is: when I write code like <code>a[x:y:z]</code>, <code>a[:]</code>, <code>a[::2]</code> etc., how can I understand which elements end up in the slice?</p>
<hr />
<p><sub>See <a href=""https://stackoverflow.com/questions/11364533"">Why are slice and range upper-bound exclusive?</a> to learn why <code>xs[0:2] == [xs[0], xs[1]]</code>, <em>not</em> <code>[..., xs[2]]</code>.</sub><br />
<sub>See <a href=""https://stackoverflow.com/questions/1403674/"">Make a new list containing every Nth item in the original list</a> for <code>xs[::N]</code>.</sub><br />
<sub>See <a href=""https://stackoverflow.com/questions/10623302"">How does assignment work with list slices?</a> to learn what <code>xs[0:2] = [&quot;a&quot;, &quot;b&quot;]</code> does.</sub></p>
","['python', 'slice', 'sequence']",1233700262,4682,3216426,38,True
426258,Setting &quot;checked&quot; for a checkbox with jQuery,"<p>I'd like to do something like this to tick a <code>checkbox</code> using <strong>jQuery</strong>:</p>

<pre><code>$("".myCheckBox"").checked(true);
</code></pre>

<p>or</p>

<pre><code>$("".myCheckBox"").selected(true);
</code></pre>

<p>Does such a thing exist?</p>
","['javascript', 'jquery', 'checkbox', 'selected', 'checked']",1231453224,4604,3892444,44,True
59838,How do I check if a directory exists or not in a Bash shell script?,"<p>What command checks if a directory exists or not within a Bash shell script?</p>
","['bash', 'shell', 'unix', 'command', 'posix']",1221249985,4539,3451345,35,True
2669690,Why does Google prepend while(1); to their JSON responses?,"<p>Why does Google prepend <code>while(1);</code> to their (private) JSON responses?</p>

<p>For example, here's a response while turning a calendar on and off in <a href=""https://calendar.google.com/calendar/about/"" rel=""noreferrer"">Google Calendar</a>:</p>

<pre><code>while (1);
[
  ['u', [
    ['smsSentFlag', 'false'],
    ['hideInvitations', 'false'],
    ['remindOnRespondedEventsOnly', 'true'],
    ['hideInvitations_remindOnRespondedEventsOnly', 'false_true'],
    ['Calendar ID stripped for privacy', 'false'],
    ['smsVerifiedFlag', 'true']
  ]]
]
</code></pre>

<p>I would assume this is to prevent people from doing an <code>eval()</code> on it, but all you'd really have to do is replace the <code>while</code> and then you'd be set. I would assume the eval prevention is to make sure people write safe JSON parsing code.</p>

<p>I've seen this used in a couple of other places, too, but a lot more so with Google (Mail, Calendar, Contacts, etc.) Strangely enough, <a href=""https://www.google.com/docs/about/"" rel=""noreferrer"">Google Docs</a> starts with <code>&amp;&amp;&amp;START&amp;&amp;&amp;</code> instead, and Google Contacts seems to start with <code>while(1); &amp;&amp;&amp;START&amp;&amp;&amp;</code>.</p>

<p>What's going on here?</p>
","['javascript', 'json', 'ajax', 'security']",1271700009,4507,603865,8,True
14994391,&quot;Thinking in AngularJS&quot; if I have a jQuery background?,"<p>Suppose I'm familiar with developing client-side applications in <a href=""http://jquery.com/"" rel=""noreferrer"">jQuery</a>, but now I'd like to start using <a href=""http://angularjs.org/"" rel=""noreferrer"">AngularJS</a>. Can you describe the paradigm shift that is necessary? Here are a few questions that might help you frame an answer:</p>

<ul>
<li>How do I architect and design client-side web applications differently? What is the biggest difference?</li>
<li>What should I stop doing/using; What should I start doing/using instead?</li>
<li>Are there any server-side considerations/restrictions?</li>
</ul>

<p>I'm not looking for a detailed comparison between <code>jQuery</code> and <code>AngularJS</code>.</p>
","['javascript', 'jquery', 'angularjs']",1361419796,4500,856559,15,True
16047306,How is Docker different from a virtual machine?,"<p>I keep rereading <a href=""https://docs.docker.com/"" rel=""noreferrer"">the Docker documentation</a> to try to understand the difference between Docker and a full VM. How does it manage to provide a full filesystem, isolated networking environment, etc. without being as heavy?</p>

<p>Why is deploying software to a Docker image (if that's the right term) easier than simply deploying to a consistent production environment?</p>
","['docker', 'virtual-machine']",1366147187,4492,947904,26,True
1338728,How do I delete a commit from a branch?,"<p>How do I delete a commit from my branch history? Should I use <code>git reset --hard HEAD</code>?</p>
","['git', 'git-rebase', 'git-reset']",1251344390,4489,5595754,42,True
176918,How can I find the index for a given item in a list?,"<p>Given a list <code>[&quot;foo&quot;, &quot;bar&quot;, &quot;baz&quot;]</code> and an item in the list <code>&quot;bar&quot;</code>, how do I get its index <code>1</code>?</p>
","['python', 'list', 'indexing']",1223343578,4477,6653760,47,True
134845,"Which &quot;href&quot; value should I use for JavaScript links, &quot;#&quot; or &quot;javascript:void(0)&quot;?","<p>The following are two methods of building a link that has the sole purpose of running JavaScript code. Which is better, in terms of functionality, page load speed, validation purposes, etc.?</p>

<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""false"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>function myJsFunc() {
    alert(""myJsFunc"");
}</code></pre>
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;a href=""#"" onclick=""myJsFunc();""&gt;Run JavaScript Code&lt;/a&gt;</code></pre>
</div>
</div>
</p>

<p>or</p>

<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""false"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-js lang-js prettyprint-override""><code>function myJsFunc() {
    alert(""myJsFunc"");
}</code></pre>
<pre class=""snippet-code-html lang-html prettyprint-override""><code> &lt;a href=""javascript:void(0)"" onclick=""myJsFunc();""&gt;Run JavaScript Code&lt;/a&gt;</code></pre>
</div>
</div>
</p>
","['javascript', 'html', 'performance', 'optimization', 'href']",1222365267,4456,2519606,56,True
271526,How do I avoid checking for nulls in Java?,"<p>I use <code>x != null</code> to avoid <a href=""https://docs.oracle.com/javase/9/docs/api/java/lang/NullPointerException.html"" rel=""noreferrer""><code>NullPointerException</code></a>. Is there an alternative?</p>
<pre class=""lang-java prettyprint-override""><code>if (x != null) {
    // ...
}
</code></pre>
","['java', 'nullpointerexception', 'null']",1226046700,4436,1452667,73,True
134882,Undoing a git rebase,"<p>How do I easily undo a git rebase? A lengthy manual method is:</p>
<ol>
<li>checkout the commit parent to both of the branches</li>
<li>create and checkout a temporary branch</li>
<li>cherry-pick all commits by hand</li>
<li>reset the faulty rebased branch to point to the temporary branch</li>
</ol>
<p>In my current situation, this works because I can easily spot commits from both branches (one was my stuff, the other was my colleague's stuff). However, my approach strikes me as suboptimal and error-prone (let's say I had just rebased with two of my own branches).</p>
<p>Clarification: I am talking about a rebase during which <em>multiple</em> commits were replayed, not only one.</p>
","['git', 'rebase', 'git-rebase', 'undo']",1222365562,4432,2300953,21,True
2610497,Change an HTML input&#39;s placeholder color with CSS,"<p>Chrome v4 supports the <a href=""https://www.w3.org/html/wg/drafts/html/master/single-page.html#the-placeholder-attribute"" rel=""noreferrer"" title=""The placeholder attribute"">placeholder attribute</a> on <code>input[type=text]</code> elements (others probably do too).</p>
<p>However, the following CSS doesn't do anything to the placeholder's value:</p>
<p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""true"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-css lang-css prettyprint-override""><code>input[placeholder], [placeholder], *[placeholder] {
    color: red !important;
}</code></pre>
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;input type=""text"" placeholder=""Value""&gt;</code></pre>
</div>
</div>
</p>
<p><code>Value</code> will still remain <code>grey</code> instead of <code>red</code>.</p>
<p><strong>Is there a way to change the color of the placeholder text?</strong></p>
","['css', 'html', 'placeholder', 'html-input']",1270842893,4418,2050529,42,True
105372,How can I enumerate an enum?,"<p>How can you enumerate an <code>enum</code> in C#?</p>
<p>E.g., the following code does not compile:</p>
<pre class=""lang-cs prettyprint-override""><code>public enum Suit
{
    Spades,
    Hearts,
    Clubs,
    Diamonds
}

public void EnumerateAllSuitsDemoMethod()
{
    foreach (Suit suit in Suit)
    {
        DoSomething(suit);
    }
}
</code></pre>
<p>And it gives the following compile-time error:</p>
<blockquote>
<p>'Suit' is a 'type' but is used like a 'variable'</p>
</blockquote>
<p>It fails on the <code>Suit</code> keyword, the second one.</p>
","['c#', '.net', 'loops', 'enums', 'enumeration']",1221856490,4414,1065616,35,True
3294889,Iterating over dictionaries using &#39;for&#39; loops,"<pre class=""lang-py prettyprint-override""><code>d = {'x': 1, 'y': 2, 'z': 3}

for key in d:
    print(key, 'corresponds to', d[key])
</code></pre>
<p>How does Python recognize that it needs only to read the <code>key</code> from the dictionary? Is <code>key</code> a special keyword, or is it simply a variable?</p>
","['python', 'loops', 'dictionary', 'key']",1279664862,4402,6097781,17,True
1109022,How can I close/hide the Android soft keyboard programmatically?,"<p>I have an <code>EditText</code> and a <code>Button</code> in my layout.</p>
<p>After writing in the edit field and clicking on the <code>Button</code>, I want to hide the virtual keyboard when touching outside the keyboard. Can someone provide a simple example of how to achieve this?</p>
","['android', 'android-edittext', 'android-softkeyboard', 'android-input-method', 'soft-keyboard']",1247225237,4374,1873417,132,True
40471,What are the differences between a HashMap and a Hashtable in Java?,"<p>What are the differences between a <a href=""https://docs.oracle.com/en/java/javase/11/docs/api/java.base/java/util/HashMap.html"" rel=""noreferrer""><code>HashMap</code></a> and a <a href=""https://docs.oracle.com/en/java/javase/11/docs/api/java.base/java/util/Hashtable.html"" rel=""noreferrer""><code>Hashtable</code></a> in Java?</p>

<p>Which is more efficient for non-threaded applications?</p>
","['java', 'collections', 'hashmap', 'hashtable']",1220386320,4345,1777006,35,True
400212,How do I copy to the clipboard in JavaScript?,"<p>How do I copy text to the clipboard (multi-browser)?</p>
<p>Related: <em><a href=""https://stackoverflow.com/questions/17527870/how-does-trello-access-the-users-clipboard"">How does Trello access the user&#39;s clipboard?</a></em></p>
","['javascript', 'clipboard', 'copy-paste']",1230642545,4343,3070449,27,True
586182,How to insert an item into an array at a specific index?,"<p>I am looking for a JavaScript array insert method, in the style of:</p>
<pre><code>arr.insert(index, item)
</code></pre>
<p>Preferably in jQuery, but any JavaScript implementation will do at this point.</p>
","['javascript', 'arrays']",1235572170,4336,3648431,34,True
2334712,How do I UPDATE from a SELECT in SQL Server?,"<p>In <strong>SQL Server</strong>, it is possible to insert rows into a table with an <code>INSERT.. SELECT</code> statement:</p>
<pre><code>INSERT INTO Table (col1, col2, col3)
SELECT col1, col2, col3 
FROM other_table 
WHERE sql = 'cool'
</code></pre>
<p>Is it also possible to <em>update</em> a table with <code>SELECT</code>? I have a temporary table containing the values and would like to update another table using those values. Perhaps something like this:</p>
<pre><code>UPDATE Table SET col1, col2
SELECT col1, col2 
FROM other_table 
WHERE sql = 'cool'
WHERE Table.id = other_table.id
</code></pre>
","['sql', 'sql-server', 't-sql', 'sql-update', 'dml']",1267108613,4335,5571802,40,True
11832914,"How to round to at most 2 decimal places, if necessary","<p>I'd like to round at most two decimal places, but <em>only if necessary</em>.</p>
<p>Input:</p>
<pre><code>10
1.7777777
9.1
</code></pre>
<p>Output:</p>
<pre><code>10
1.78
9.1
</code></pre>
<p>How can I do this in JavaScript?</p>
","['javascript', 'rounding', 'decimal-point']",1344273468,4316,4875493,95,True
1014861,Is there a CSS parent selector?,"<p>How do I select the <code>&lt;li&gt;</code> element that is a direct parent of the anchor element?</p>
<p>As an example, my CSS would be something like this:</p>
<pre><code>li &lt; a.active {
    property: value;
}
</code></pre>
<p>Obviously there are ways of doing this with JavaScript, but I'm hoping that there is some sort of workaround that exists native to CSS Level 2.</p>
<p>The menu that I am trying to style is being spewed out by a CMS, so I can't move the active element to the <code>&lt;li&gt;</code> element... (unless I theme the menu creation module which I'd rather not do).</p>
","['css', 'css-selectors']",1245355176,4306,3744766,33,True
201323,How can I validate an email address using a regular expression?,"<p>Over the years I have slowly developed a <a href=""http://en.wikipedia.org/wiki/Regular_expression"" rel=""noreferrer"">regular expression</a> that validates <em>most</em> email addresses correctly, assuming they don't use an IP address as the server part.</p>
<p>I use it in several PHP programs, and it works most of the time.  However, from time to time I get contacted by someone that is having trouble with a site that uses it, and I end up having to make some adjustment (most recently I realized that I wasn't allowing four-character <a href=""https://en.wikipedia.org/wiki/Top-level_domain"" rel=""noreferrer"">TLDs</a>).</p>
<p><em>What is the best regular expression you have or have seen for validating emails?</em></p>
<p>I've seen several solutions that use functions that use several shorter expressions, but I'd rather have one long complex expression in a simple function instead of several short expression in a more complex function.</p>
",['regex'],1223993674,4299,2794329,78,True
4181861,Message &#39;src refspec master does not match any&#39; when pushing commits in Git,"<p>I clone my repository with:</p>
<pre><code>git clone ssh://xxxxx/xx.git 
</code></pre>
<p>But after I change some files and <code>add</code> and <code>commit</code> them, I want to push them to the server:</p>
<pre class=""lang-bash prettyprint-override""><code>git add xxx.php
git commit -m &quot;TEST&quot;
git push origin master
</code></pre>
<p>But the error I get back is:</p>
<pre class=""lang-none prettyprint-override""><code>error: src refspec master does not match any.  
error: failed to push some refs to 'ssh://xxxxx.com/project.git'
</code></pre>
","['git', 'git-commit', 'git-clone', 'git-add', 'git-refspec']",1289801350,4238,5053394,104,True
6245570,How do I get the current branch name in Git?,"<p>How do I get the name of the current branch in Git?</p>
","['git', 'branch', 'git-branch']",1307304823,4238,3692631,55,True
16476924,How can I iterate over rows in a Pandas DataFrame?,"<p>I have a pandas dataframe, <code>df</code>:</p>
<pre class=""lang-none prettyprint-override""><code>   c1   c2
0  10  100
1  11  110
2  12  120
</code></pre>
<p>How do I iterate over the rows of this dataframe? For every row, I want to access its elements (values in cells) by the name of the columns. For example:</p>
<pre class=""lang-py prettyprint-override""><code>for row in df.rows:
    print(row['c1'], row['c2'])
</code></pre>
<hr />
<p>I found a <a href=""https://stackoverflow.com/questions/7837722/what-is-the-most-efficient-way-to-loop-through-dataframes-with-pandas"">similar question</a>, which suggests using either of these:</p>
<ul>
<li>
<pre class=""lang-py prettyprint-override""><code>for date, row in df.T.iteritems():
</code></pre>
</li>
<li>
<pre class=""lang-py prettyprint-override""><code>for row in df.iterrows():
</code></pre>
</li>
</ul>
<p>But I do not understand what the <code>row</code> object is and how I can work with it.</p>
","['python', 'pandas', 'dataframe', 'loops']",1368169489,4227,7948505,35,True
388242,The Definitive C++ Book Guide and List,"<p>This question attempts to collect the few pearls among the dozens of bad C++ books that are published every year.</p>
<p>Unlike many other programming languages, which are often picked up on the go from tutorials found on the Internet, few are able to quickly pick up C++ without studying a well-written C++ book. It is way too big and complex for doing this. In fact, it is so big and complex, that <em><strong>there are very many very bad C++ books</strong></em> out there. And we are not talking about bad style, but things like sporting <em>glaringly obvious factual errors</em> and <em>promoting abysmally bad programming styles</em>.</p>
<p>Please edit the accepted answer to provide <strong>quality books</strong> and an approximate skill level — <em>preferably</em> <strong>after</strong> <em>discussing your addition in <a href=""https://chat.stackoverflow.com/rooms/10/loungec"">the C++ chat room</a></em>. (The regulars might mercilessly undo your work if they disagree with a recommendation.) Add a short blurb/description about each book that you have personally read/benefited from. Feel free to debate quality, headings, etc. Books that meet the criteria will be added to the list.  Books that have reviews by the Association of C and C++ Users (ACCU) have links to the review.</p>
<p><sub>*Note: FAQs and other resources can be found in the <a href=""https://stackoverflow.com/tags/c%2b%2b/info"">C++ tag info</a> and under <a href=""/questions/tagged/c%2b%2b-faq"" class=""post-tag"" title=""show questions tagged &#39;c++-faq&#39;"" rel=""tag"">c++-faq</a>. </sub></p>
","['c++', 'c++-faq']",1230009836,4226,3321747,1,True
